workerid,proliferate.condition,base_image,category,edit_type,level,novel_word,perturbed_image,rating,response_time_ms,stimulus_id,error
189,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/corkscrew.png,known,style,17,vorthling,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/style/corkscrew_17.png,1,2361,corkscrew,
189,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/golden-retriever.png,known,style,2,froatne,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/style/golden-retriever_2.png,7,4507,golden-retriever,
189,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/dolphin.png,known,texture,14,thrimple,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/texture/dolphin_14.png,3,3077,dolphin,
189,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/rabbit.png,known,texture,5,wrivlet,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/texture/rabbit_5.png,3,4013,rabbit,
189,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/shape_11.png,novel,color,11,scradge,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/color/shape_11_11.png,3,3208,shape_11,
189,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/shape_24.png,novel,style,2,vraxel,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/style/shape_24_2.png,6,2151,shape_24,
189,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/rabbit.png,,,,pon,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/corkscrew.png,1,1660,attention_check_3,
189,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/corkscrew.png,known,background,2,vorthling,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/background/corkscrew_2.png,7,3433,corkscrew,
189,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/shape_11.png,novel,texture,8,scradge,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/texture/shape_11_8.png,5,2367,shape_11,
189,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/shape_24.png,novel,texture,11,vraxel,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/texture/shape_24_11.png,5,1718,shape_24,
189,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/shape_11.png,novel,add,17,scradge,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/add/shape_11_17.png,1,1834,shape_11,
189,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/corkscrew.png,known,add,8,vorthling,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/add/corkscrew_8.png,1,3808,corkscrew,
189,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-shape/drone_dagger.png,modified/shape-shape,background,17,zornett,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-shape/background/drone_dagger_17.png,7,4192,drone_dagger,
189,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/rabbit.png,known,add,20,wrivlet,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/add/rabbit_20.png,1,2110,rabbit,
189,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/shape_13.png,novel,add,11,wrimble,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/add/shape_13_11.png,2,2864,shape_13,
189,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/horse.png,known,shape,11,skelwick,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/shape/horse_11.png,1,1844,horse,
189,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-texture/checkerboard_tv-remote.png,modified/shape-texture,texture,11,grestle,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-texture/texture/checkerboard_tv-remote_11.png,3,4351,checkerboard_tv-remote,
189,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/shape_11.png,novel,remove,8,scradge,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/remove/shape_11_8.png,2,2816,shape_11,
189,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-shape/crystal_telescope.png,modified/shape-shape,style,5,drublit,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-shape/style/crystal_telescope_5.png,6,3418,crystal_telescope,
189,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/horse.png,known,shape,5,skelwick,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/shape/horse_5.png,2,2500,horse,
189,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/corkscrew.png,,,,neb,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/golden-retriever.png,1,1512,attention_check_4,
189,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/golden-retriever.png,known,color,19,froatne,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/color/golden-retriever_19.png,6,3176,golden-retriever,
189,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/shape_13.png,novel,remove,5,wrimble,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/remove/shape_13_5.png,1,1785,shape_13,
189,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/golden-retriever.png,known,style,8,froatne,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/style/golden-retriever_8.png,6,2205,golden-retriever,
189,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/shape_28.png,novel,shape,14,frostling,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/shape/shape_28_14.png,1,1727,shape_28,
189,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-texture/bird-feathers_saxophone.png,modified/shape-texture,texture,20,plonwick,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-texture/texture/bird-feathers_saxophone_20.png,5,2911,bird-feathers_saxophone,
189,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/golden-retriever.png,known,background,11,froatne,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/background/golden-retriever_11.png,7,2543,golden-retriever,
189,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/bee.png,known,remove,11,snavish,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/remove/bee_11.png,1,12294,bee,
189,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/horse.png,known,add,5,skelwick,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/add/horse_5.png,1,1550,horse,
189,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/shape_19.png,novel,remove,11,frentish,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/remove/shape_19_11.png,1,1621,shape_19,
189,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-texture/checkerboard_tiger.png,modified/shape-texture,style,11,clentrel,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-texture/style/checkerboard_tiger_11.png,3,7548,checkerboard_tiger,
189,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/shape_24.png,novel,color,20,vraxel,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/color/shape_24_20.png,3,3128,shape_24,
189,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/shape_13.png,novel,add,5,wrimble,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/add/shape_13_5.png,1,4960,shape_13,
189,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/shape_19.png,novel,texture,5,frentish,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/texture/shape_19_5.png,7,2274,shape_19,
189,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/dolphin.png,,,,rav,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/rabbit.png,1,2862,attention_check_5,
189,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/rabbit.png,known,shape,17,wrivlet,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/shape/rabbit_17.png,1,4782,rabbit,
189,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/rabbit.png,known,background,5,wrivlet,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/background/rabbit_5.png,7,2506,rabbit,
189,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-shape/crystal_telescope.png,modified/shape-shape,shape,14,drublit,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-shape/shape/crystal_telescope_14.png,2,3016,crystal_telescope,
189,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/shape_11.png,novel,shape,14,scradge,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/shape/shape_11_14.png,1,2494,shape_11,
189,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-texture/checkerboard_tv-remote.png,modified/shape-texture,color,19,grestle,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-texture/color/checkerboard_tv-remote_19.png,2,2598,checkerboard_tv-remote,
189,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/horse.png,known,add,20,skelwick,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/add/horse_20.png,1,2174,horse,
189,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/shape_28.png,novel,background,19,frostling,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/background/shape_28_19.png,7,13607,shape_28,
189,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/shape_16.png,novel,remove,2,sdrindle,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/remove/shape_16_2.png,2,10005,shape_16,
189,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/bee.png,known,add,20,snavish,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/add/bee_20.png,4,3146,bee,
189,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-texture/bird-feathers_saxophone.png,modified/shape-texture,background,5,plonwick,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-texture/background/bird-feathers_saxophone_5.png,7,1903,bird-feathers_saxophone,
189,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-shape/bonsai_crystal.png,modified/shape-shape,remove,5,cravish,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-shape/remove/bonsai_crystal_5.png,1,2036,bonsai_crystal,
189,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/golden-retriever.png,known,shape,14,froatne,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/shape/golden-retriever_14.png,1,1563,golden-retriever,
189,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/shape_13.png,novel,remove,8,wrimble,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/remove/shape_13_8.png,1,2193,shape_13,
189,Group 5,,,,,,,,3859,,
201,Group 5,,,,,,,,,,
201,Group 5,,,,,,,,7075,,
201,Group 5,,,,,,,,55234,,
201,Group 5,,,,,,,7,7000,,
201,Group 5,,,,,,,1,2129,,
201,Group 5,,,,,,,6,3067,,
201,Group 5,,,,,,,,14236,,
201,Group 5,,,,,,,5,2115,,
201,Group 5,,,,,,,,2755,,
201,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-texture/checkerboard_tv-remote.png,modified/shape-texture,texture,11,grestle,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-texture/texture/checkerboard_tv-remote_11.png,6,6933,checkerboard_tv-remote,
201,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/shape_28.png,novel,shape,19,frostling,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/shape/shape_28_19.png,4,4068,shape_28,
201,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-texture/checkerboard_tv-remote.png,modified/shape-texture,color,19,grestle,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-texture/color/checkerboard_tv-remote_19.png,5,4222,checkerboard_tv-remote,
201,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-texture/checkerboard_tv-remote.png,modified/shape-texture,background,19,grestle,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-texture/background/checkerboard_tv-remote_19.png,5,3318,checkerboard_tv-remote,
201,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/shape_11.png,novel,remove,17,scradge,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/remove/shape_11_17.png,3,5129,shape_11,
201,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/dolphin.png,known,add,2,thrimple,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/add/dolphin_2.png,4,5771,dolphin,
201,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/corkscrew.png,known,background,2,vorthling,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/background/corkscrew_2.png,7,5435,corkscrew,
201,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/shape_16.png,novel,color,20,sdrindle,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/color/shape_16_20.png,5,3539,shape_16,
201,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/golden-retriever.png,known,style,2,froatne,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/style/golden-retriever_2.png,7,2765,golden-retriever,
201,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/shape_13.png,novel,remove,19,wrimble,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/remove/shape_13_19.png,1,4044,shape_13,
201,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/shape_24.png,novel,add,5,vraxel,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/add/shape_24_5.png,4,6348,shape_24,
201,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/shape_16.png,novel,color,8,sdrindle,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/color/shape_16_8.png,5,2114,shape_16,
201,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/shape_11.png,novel,remove,8,scradge,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/remove/shape_11_8.png,2,4783,shape_11,
201,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/shape_28.png,novel,color,14,frostling,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/color/shape_28_14.png,5,2025,shape_28,
201,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/golden-retriever.png,,,,toma,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/corkscrew.png,1,2464,attention_check_1,
201,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-texture/bird-feathers_saxophone.png,modified/shape-texture,texture,20,plonwick,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-texture/texture/bird-feathers_saxophone_20.png,3,7844,bird-feathers_saxophone,
201,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/shape_24.png,novel,style,2,vraxel,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/style/shape_24_2.png,6,4556,shape_24,
201,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/shape_13.png,novel,add,11,wrimble,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/add/shape_13_11.png,4,6469,shape_13,
201,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/shape_28.png,novel,background,19,frostling,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/background/shape_28_19.png,6,4369,shape_28,
201,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-shape/drone_dagger.png,modified/shape-shape,background,17,zornett,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-shape/background/drone_dagger_17.png,6,3236,drone_dagger,
201,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-shape/bonsai_crystal.png,modified/shape-shape,shape,11,cravish,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-shape/shape/bonsai_crystal_11.png,6,2048,bonsai_crystal,
201,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-shape/crystal_telescope.png,modified/shape-shape,texture,5,drublit,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-shape/texture/crystal_telescope_5.png,7,4850,crystal_telescope,
201,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-shape/drone_dagger.png,modified/shape-shape,color,17,zornett,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-shape/color/drone_dagger_17.png,6,1959,drone_dagger,
201,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/shape_16.png,novel,remove,2,sdrindle,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/remove/shape_16_2.png,5,8136,shape_16,
201,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-shape/drone_dagger.png,modified/shape-shape,style,2,zornett,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-shape/style/drone_dagger_2.png,6,3980,drone_dagger,
201,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/rabbit.png,known,add,20,wrivlet,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/add/rabbit_20.png,3,4637,rabbit,
201,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/horse.png,known,shape,11,skelwick,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/shape/horse_11.png,2,5616,horse,
201,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/shape_11.png,novel,background,14,scradge,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/background/shape_11_14.png,6,4254,shape_11,
201,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/dolphin.png,,,,blick,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/rabbit.png,1,2032,attention_check_2,
201,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/horse.png,known,shape,5,skelwick,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/shape/horse_5.png,6,3320,horse,
201,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-texture/bird-feathers_saxophone.png,modified/shape-texture,remove,11,plonwick,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-texture/remove/bird-feathers_saxophone_11.png,1,1926,bird-feathers_saxophone,
201,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/shape_24.png,novel,color,2,vraxel,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/color/shape_24_2.png,6,2188,shape_24,
201,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/golden-retriever.png,known,shape,14,froatne,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/shape/golden-retriever_14.png,2,6274,golden-retriever,
201,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/golden-retriever.png,known,add,17,froatne,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/add/golden-retriever_17.png,2,6436,golden-retriever,
201,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/shape_19.png,novel,texture,5,frentish,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/texture/shape_19_5.png,7,4808,shape_19,
201,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/golden-retriever.png,known,color,2,froatne,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/color/golden-retriever_2.png,7,1902,golden-retriever,
201,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/horse.png,known,add,5,skelwick,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/add/horse_5.png,1,1934,horse,
201,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-texture/checkerboard_tiger.png,modified/shape-texture,style,17,clentrel,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-texture/style/checkerboard_tiger_17.png,2,4923,checkerboard_tiger,
201,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/shape_28.png,novel,shape,14,frostling,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/shape/shape_28_14.png,1,1967,shape_28,
201,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/dolphin.png,known,style,5,thrimple,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/style/dolphin_5.png,7,3823,dolphin,
201,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-shape/crystal_telescope.png,modified/shape-shape,background,14,drublit,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-shape/background/crystal_telescope_14.png,6,2820,crystal_telescope,
201,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-texture/checkerboard_tiger.png,modified/shape-texture,shape,5,clentrel,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-texture/shape/checkerboard_tiger_5.png,5,6129,checkerboard_tiger,
201,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/rabbit.png,,,,pon,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/corkscrew.png,1,2846,attention_check_3,
201,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/dolphin.png,known,background,11,thrimple,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/background/dolphin_11.png,6,2593,dolphin,
201,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-shape/drone_dagger.png,modified/shape-shape,background,14,zornett,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-shape/background/drone_dagger_14.png,7,2611,drone_dagger,
201,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/rabbit.png,known,background,5,wrivlet,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/background/rabbit_5.png,7,3129,rabbit,
201,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/bee.png,known,style,2,snavish,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/style/bee_2.png,5,3630,bee,
201,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-shape/bonsai_crystal.png,modified/shape-shape,shape,20,cravish,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-shape/shape/bonsai_crystal_20.png,5,2349,bonsai_crystal,
201,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/shape_24.png,novel,color,20,vraxel,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/color/shape_24_20.png,4,2278,shape_24,
201,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/horse.png,known,add,20,skelwick,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/add/horse_20.png,1,2121,horse,
201,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/golden-retriever.png,known,color,19,froatne,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/color/golden-retriever_19.png,5,2682,golden-retriever,
201,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/shape_13.png,novel,remove,5,wrimble,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/remove/shape_13_5.png,1,1993,shape_13,
201,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/rabbit.png,known,color,11,wrivlet,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/color/rabbit_11.png,5,1853,rabbit,
201,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/shape_11.png,novel,style,17,scradge,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/style/shape_11_17.png,1,2578,shape_11,
201,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/shape_11.png,novel,texture,8,scradge,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/texture/shape_11_8.png,5,5278,shape_11,
201,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/shape_19.png,novel,remove,11,frentish,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/remove/shape_19_11.png,1,5464,shape_19,
201,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/corkscrew.png,,,,neb,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/golden-retriever.png,1,1552,attention_check_4,
201,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-texture/checkerboard_tv-remote.png,modified/shape-texture,remove,19,grestle,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-texture/remove/checkerboard_tv-remote_19.png,1,4624,checkerboard_tv-remote,
201,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/shape_24.png,novel,texture,11,vraxel,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/texture/shape_24_11.png,5,4166,shape_24,
201,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/corkscrew.png,known,add,8,vorthling,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/add/corkscrew_8.png,4,6044,corkscrew,
201,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/golden-retriever.png,known,style,8,froatne,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/style/golden-retriever_8.png,4,3465,golden-retriever,
201,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-shape/crystal_telescope.png,modified/shape-shape,style,5,drublit,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-shape/style/crystal_telescope_5.png,4,1496,crystal_telescope,
201,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/bee.png,known,remove,11,snavish,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/remove/bee_11.png,1,2561,bee,
201,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/shape_11.png,novel,shape,14,scradge,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/shape/shape_11_14.png,2,5142,shape_11,
201,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-texture/checkerboard_tiger.png,modified/shape-texture,style,11,clentrel,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-texture/style/checkerboard_tiger_11.png,2,2236,checkerboard_tiger,
201,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/dolphin.png,known,texture,14,thrimple,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/texture/dolphin_14.png,4,4527,dolphin,
201,Group 5,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-texture/checkerboard_tv-remote.png,modified/shape-texture,add,19,grestle,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-texture/add/checkerboard_tv-remote_19.png,2,2350,checkerboard_tv-remote,
